120.839, 65.1371, -312.318, 2, 0, 0
118.827, 64.1826, -307.837, 2, 0, 0
119.24, 64.5357, -309.667, 2, 0, 0
120.839, 65.5515, -314.635, 2, 0, 0
123.611, 67.226, -322.754, 2, 0, 0
116.705, 62.3366, -300.557, 2, 0, 0
113.413, 60.6984, -292.707, 2, 0, 0
112.363, 60.2625, -290.686, 2, 0, 0
113.237, 60.8572, -293.675, 2, 0, 0
115.024, 61.9608, -299.09, 2, 0, 0
114.249, 60.4864, -293.296, 2, 0, 0
110.731, 58.7391, -284.841, 2, 0, 0
108.756, 57.8083, -280.388, 2, 0, 0
108.719, 57.9146, -280.989, 2, 0, 0
110.001, 58.7223, -285.021, 2, 0, 0
114.014, 59.8, -291.842, 2, 0, 0
110.322, 57.9926, -282.963, 2, 0, 0
107.478, 56.6238, -276.249, 2, 0, 0
106.542, 56.2562, -274.5, 2, 0, 0
107.237, 56.7477, -277.003, 2, 0, 0
114.499, 59.4926, -292.249, 2, 0, 0
110.37, 57.4613, -282.248, 2, 0, 0
107.315, 55.9944, -274.996, 2, 0, 0
105.446, 55.1577, -270.818, 2, 0, 0
105.096, 55.1129, -270.596, 2, 0, 0
110.838, 57.167, -282.631, 2, 0, 0
106.768, 55.1795, -272.752, 2, 0, 0
104.541, 54.1537, -267.633, 2, 0, 0
103.549, 53.7821, -265.726, 2, 0, 0
111.304, 56.9029, -283.004, 2, 0, 0
107.2, 54.8968, -273.077, 2, 0, 0
103.651, 53.1942, -264.535, 2, 0, 0
102.048, 52.5004, -261.017, 2, 0, 0
110.976, 56.2943, -281.36, 2, 0, 0
107.747, 54.712, -273.707, 2, 0, 0
103.98, 52.8881, -264.627, 2, 0, 0
101.135, 51.5608, -257.899, 2, 0, 0
99.8478, 51.0355, -255.189, 2, 0, 0
107.649, 54.2528, -272.699, 2, 0, 0
104.447, 52.6869, -265.079, 2, 0, 0
101.25, 51.1657, -257.459, 2, 0, 0
99.053, 50.1795, -252.408, 2, 0, 0
97.9334, 49.7438, -250.121, 2, 0, 0
178.037, 113.284, -563.889, 2, 0, 0
106.712, 53.3759, -269.508, 2, 0, 0
103.471, 51.8132, -261.837, 2, 0, 0
100.589, 50.4181, -255.014, 2, 0, 0
97.8416, 49.1295, -248.531, 2, 0, 0
96.0852, 48.3666, -244.604, 2, 0, 0
163.685, 102.784, -514.357, 2, 0, 0
165.765, 104.491, -522.628, 2, 0, 0
162.311, 102.66, -513.407, 2, 0, 0
110.785, 54.8664, -279.106, 2, 0, 0
106.599, 52.8676, -269.074, 2, 0, 0
103.887, 51.5655, -262.741, 2, 0, 0
101.374, 50.3483, -256.846, 2, 0, 0
98.6015, 49.0416, -250.276, 2, 0, 0
96.9878, 48.3401, -246.688, 2, 0, 0
151.251, 94.4687, -476.757, 2, 0, 0
153.3, 96.0393, -482.81, 2, 0, 0
150.614, 94.6889, -475.89, 2, 0, 0
115.39, 57.1722, -291.393, 2, 0, 0
110.585, 54.8112, -279.712, 2, 0, 0
107.592, 52.8806, -272.068, 2, 0, 0
104.327, 51.2783, -264.197, 2, 0, 0
100.678, 49.5311, -255.325, 2, 0, 0
98.5848, 48.5742, -250.433, 2, 0, 0
139.11, 86.0501, -437.608, 2, 0, 0
138.054, 85.6438, -434.705, 2, 0, 0
141.605, 88.142, -445.44, 2, 0, 0
141.777, 88.5955, -447.6, 2, 0, 0
115.402, 56.8771, -291.475, 2, 0, 0
110.27, 54.3684, -278.954, 2, 0, 0
106.551, 52.4252, -269.803, 2, 0, 0
103.049, 50.2801, -260.774, 2, 0, 0
99.512, 48.6039, -252.185, 2, 0, 0
97.5522, 47.7184, -247.627, 2, 0, 0
131.806, 81.0487, -414.487, 2, 0, 0
131.007, 80.7886, -412.332, 2, 0, 0
135.119, 83.6012, -424.747, 2, 0, 0
136.383, 84.727, -430.366, 2, 0, 0
114.075, 55.96, -288.136, 2, 0, 0
108.945, 53.4394, -275.577, 2, 0, 0
105.066, 51.4246, -265.99, 2, 0, 0
101.6, 49.2358, -256.932, 2, 0, 0
98.5842, 47.8297, -249.687, 2, 0, 0
131.521, 80.7002, -414.118, 2, 0, 0
135.542, 83.4275, -426.151, 2, 0, 0
136.827, 84.5601, -431.857, 2, 0, 0
116.548, 57.0049, -294.038, 2, 0, 0
110.435, 53.8987, -278.811, 2, 0, 0
105.939, 51.6765, -267.824, 2, 0, 0
102.627, 49.9571, -259.681, 2, 0, 0
99.7631, 48.3727, -252.452, 2, 0, 0
131.398, 80.1779, -413.844, 2, 0, 0
135.298, 82.8059, -425.424, 2, 0, 0
136.937, 84.1577, -432.253, 2, 0, 0
120.084, 58.4341, -302.457, 2, 0, 0
113.582, 55.2569, -286.419, 2, 0, 0
107.874, 52.3545, -272.202, 2, 0, 0
103.801, 50.3376, -262.272, 2, 0, 0
101.053, 48.9187, -255.579, 2, 0, 0
132.831, 80.6112, -418.447, 2, 0, 0
136.751, 83.2127, -430.114, 2, 0, 0
138.829, 84.8392, -438.365, 2, 0, 0
116.882, 56.515, -294.161, 2, 0, 0
111.122, 53.7335, -280.033, 2, 0, 0
106.035, 51.1541, -267.406, 2, 0, 0
102.54, 49.4318, -258.954, 2, 0, 0
100.368, 48.3277, -253.766, 2, 0, 0
136.547, 82.4335, -430.145, 2, 0, 0
140.638, 85.101, -442.479, 2, 0, 0
142.845, 86.8071, -451.208, 2, 0, 0
117.066, 55.9689, -293.497, 2, 0, 0
113.233, 54.2993, -284.588, 2, 0, 0
108.332, 51.9833, -272.69, 2, 0, 0
103.816, 49.72, -261.548, 2, 0, 0
100.982, 48.3423, -254.805, 2, 0, 0
140.14, 84.1198, -441.31, 2, 0, 0
144.323, 86.8288, -454.095, 2, 0, 0
146.593, 88.5708, -463.073, 2, 0, 0
111.197, 52.6049, -278.112, 2, 0, 0
108.945, 51.7242, -273.261, 2, 0, 0
105.449, 50.1387, -265.009, 2, 0, 0
102.021, 48.4535, -256.707, 2, 0, 0
100.122, 47.5566, -252.397, 2, 0, 0
141.211, 84.2253, -444.532, 2, 0, 0
145.26, 86.8467, -456.958, 2, 0, 0
107.221, 50.2539, -267.677, 2, 0, 0
105.475, 49.6119, -264.082, 2, 0, 0
103.041, 48.5598, -258.555, 2, 0, 0
100.751, 47.4599, -253.202, 2, 0, 0
103.82, 47.995, -257.763, 2, 0, 0
103.45, 48.0227, -257.741, 2, 0, 0
102.503, 47.7683, -256.168, 2, 0, 0
101.063, 47.2064, -253.179, 2, 0, 0
99.6896, 46.5645, -250.187, 2, 0, 0
97.4866, 44.4842, -241.139, 2, 0, 0
98.3403, 45.1003, -244.232, 2, 0, 0
98.8434, 45.5462, -246.356, 2, 0, 0
98.9878, 45.7545, -247.421, 2, 0, 0
88.3826, 39.4741, -216.44, 2, 0, 0
91.7306, 41.2534, -225.943, 2, 0, 0
93.6003, 42.33, -231.593, 2, 0, 0
95.599, 43.4846, -237.521, 2, 0, 0
97.538, 44.5551, -243.16, 2, 0, 0
81.7924, 35.994, -199.254, 2, 0, 0
85.2729, 37.7768, -208.981, 2, 0, 0
87.9122, 39.1753, -216.528, 2, 0, 0
91.3584, 40.9923, -226.112, 2, 0, 0
72.963, 31.4583, -175.796, 2, 0, 0
74.9591, 32.4911, -181.51, 2, 0, 0
77.8928, 33.9716, -189.716, 2, 0, 0
80.7074, 35.4076, -197.611, 2, 0, 0
85.0099, 37.5798, -209.289, 2, 0, 0
68.2155, 28.9162, -163.03, 2, 0, 0
70.279, 29.961, -168.859, 2, 0, 0
71.3304, 30.5271, -172.079, 2, 0, 0
73.0665, 31.4077, -177.101, 2, 0, 0
75.1539, 32.4583, -183.02, 2, 0, 0
67.2978, 28.1904, -160.144, 2, 0, 0
68.1454, 28.6625, -162.844, 2, 0, 0
70.0331, 29.6115, -168.221, 2, 0, 0
70.4674, 29.8762, -169.825, 2, 0, 0
71.3037, 30.3088, -172.458, 2, 0, 0
72.3714, 30.8475, -175.661, 2, 0, 0
66.7322, 27.6622, -158.188, 2, 0, 0
66.4201, 27.5947, -157.913, 2, 0, 0
67.106, 27.9815, -160.184, 2, 0, 0
68.6676, 28.7685, -164.716, 2, 0, 0
68.7458, 28.8608, -165.379, 2, 0, 0
69.4848, 29.2259, -167.705, 2, 0, 0
64.7939, 26.5233, -152.763, 2, 0, 0
64.6631, 26.5355, -152.947, 2, 0, 0
64.0414, 26.3248, -151.856, 2, 0, 0
64.5702, 26.6315, -153.7, 2, 0, 0
65.9504, 27.3235, -157.74, 2, 0, 0
66.1483, 27.4639, -158.684, 2, 0, 0
65.8906, 26.7428, -155.065, 2, 0, 0
63.5925, 25.7942, -149.753, 2, 0, 0
62.6803, 25.4562, -147.932, 2, 0, 0
61.817, 25.1351, -146.202, 2, 0, 0
62.1796, 25.3589, -147.596, 2, 0, 0
